Number,Group,Video Class (BDI/ Control = safe),Video Name,TTI Frame Seccond File name ,"Instrument number
1 - 4","Yolo TTI
0 = TN
1 = TP
2 = FN
3 = FP","Ground Truth Location of TTI
0 = no TTI (TN/FP)
1 = ALOS
2 = BLOS",Comments,Instument Type,TTI interaction,Side,
,BDI,BDI Video,V2-Trimmed,260,1,2,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,260,1,1,2,,cautery,energy sharp dissection,right,
,BDI,BDI Video,V2-Trimmed,270,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,270,2,3,0,,cautery,,right,
,BDI,BDI Video,V2-Trimmed,280,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,280,2,1,2,,cautery,energy sharp dissection,right,
,BDI,BDI Video,V2-Trimmed,290,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,290,2,2,2,,cautery,energy sharp dissection,right,
,BDI,BDI Video,V2-Trimmed,300,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,300,2,0,0,,Bipolar ,,right,
,BDI,BDI Video,V2-Trimmed,320,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,320,2,3,0,,none,,,
,BDI,BDI Video,V2-Trimmed,320,3,1,2,,suction,suction,right,
,BDI,BDI Video,V2-Trimmed,330,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,340,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,340,2,3,0,,none,,,
,BDI,BDI Video,V2-Trimmed,360,1,2,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,360,2,1,2,,Bipolar ,other,right,
,BDI,BDI Video,V2-Trimmed,370,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,370,2,1,2,,cautery,other,right,
,BDI,BDI Video,V2-Trimmed,380,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,380,2,3,0,,none,,,
,BDI,BDI Video,V2-Trimmed,380,3,1,1,,cautery,energy sharp dissection,right,
,BDI,BDI Video,V2-Trimmed,390,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,390,2,1,1,,cautery,energy sharp dissection,right,
,BDI,BDI Video,V2-Trimmed,400,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,400,2,0,0,,cautery,,right,
,BDI,BDI Video,V2-Trimmed,410,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,410,2,0,0,,cautery,,right,
,BDI,BDI Video,V2-Trimmed,420,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,420,2,1,2,,cautery,other,right,
,BDI,BDI Video,V2-Trimmed,440,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,440,2,2,2,,cautery,other,right,
,BDI,BDI Video,V2-Trimmed,470,1,1,1,,G,RG,left,
,BDI,BDI Video,V2-Trimmed,480,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,490,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,500,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,510,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,520,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,530,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,540,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,550,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,640,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,650,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,670,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,680,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,690,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,730,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,750,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,760,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,770,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,800,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,810,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,890,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,900,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,910,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,920,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,950,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,960,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,980,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1010,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1020,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1030,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1050,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1110,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1130,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1140,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1150,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1160,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1180,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1220,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1260,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1310,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1330,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1340,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1360,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1370,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1390,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1410,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1420,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1470,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1500,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1530,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1540,1,?,,not a target,,,,
,BDI,BDI Video,V2-Trimmed,1620,1,?,,not a target,,,,
